source_commit,current_path,action,target_path,rationale,review_status,target_collision
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PageState.tsx,move_with_import_update,client/src/shared/ui/PageState.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PhoneAccess.tsx,move_with_import_update,client/src/features/platform/components/PhoneAccess.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PickReasoning.tsx,move_with_import_update,client/src/features/betting/nfl/components/PickReasoning.tsx,NFL betting price/probability/news component; no current client importer found; preserve orphan status without activation,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PlayerCard.tsx,move_with_import_update,client/src/features/football/components/PlayerCard.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PlayerRow.tsx,move_with_import_update,client/src/features/football/components/PlayerRow.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/PostDraftPlan.tsx,move_with_import_update,client/src/features/fantasy/components/PostDraftPlan.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/QuickJump.tsx,move_with_import_update,client/src/shared/ui/QuickJump.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/RefreshAll.tsx,move_with_import_update,client/src/features/platform/components/RefreshAll.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/SidePanel.tsx,move_with_import_update,client/src/shared/ui/SidePanel.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/StaleBanner.tsx,move_with_import_update,client/src/shared/ui/StaleBanner.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/StatTable.tsx,move_with_import_update,client/src/shared/ui/StatTable.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/TeamSchedule.tsx,move_with_import_update,client/src/features/football/components/TeamSchedule.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/TeamScout.tsx,move_with_import_update,client/src/features/football/components/TeamScout.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/TradeCard.tsx,move_with_import_update,client/src/features/fantasy/components/TradeCard.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/BettingUI.tsx,move_with_import_update,client/src/features/betting/shared/components/BettingUI.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/BettingWorkspace.tsx,move_with_import_update,client/src/features/betting/shared/components/BettingWorkspace.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/ModelLoadingSignature.tsx,move_with_import_update,client/src/features/betting/shared/components/ModelLoadingSignature.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/ModelOperations.tsx,move_with_import_update,client/src/features/betting/shared/components/ModelOperations.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/PageExplainAssistant.tsx,move_with_import_update,client/src/features/betting/shared/components/PageExplainAssistant.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/PageExplainContext.tsx,move_with_import_update,client/src/features/betting/shared/components/PageExplainContext.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/ProfitabilityControl.tsx,move_with_import_update,client/src/features/betting/shared/components/ProfitabilityControl.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/betting/UnifiedEngineRoom.tsx,move_with_import_update,client/src/features/betting/shared/components/UnifiedEngineRoom.tsx,Review sport-neutral vs NFL-only copy before sharing; no forecast authority in UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/DraftBoardRail.tsx,move_with_import_update,client/src/features/fantasy/draft/components/DraftBoardRail.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/EvidenceTable.tsx,move_with_import_update,client/src/features/fantasy/draft/components/EvidenceTable.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/SourcePill.tsx,move_with_import_update,client/src/features/fantasy/draft/components/SourcePill.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/SparkBar.tsx,move_with_import_update,client/src/features/fantasy/draft/components/SparkBar.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/StreakChips.tsx,move_with_import_update,client/src/features/fantasy/draft/components/StreakChips.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/draft/types.ts,move_with_import_update,client/src/features/fantasy/draft/components/types.ts,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/lineup/EvidenceStrip.tsx,move_with_import_update,client/src/features/fantasy/components/lineup/EvidenceStrip.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/trade/PlayerEvidence.tsx,move_with_import_update,client/src/features/fantasy/components/trade/PlayerEvidence.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/trade/RiskStrip.tsx,move_with_import_update,client/src/features/fantasy/components/trade/RiskStrip.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/trade/types.ts,move_with_import_update,client/src/features/fantasy/components/trade/types.ts,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/components/ui/DesignSystem.tsx,move_with_import_update,client/src/shared/ui/DesignSystem.tsx,Generic UI primitives; preserve imports via shim during feature move,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/features/draft/DraftQueue.tsx,move_with_import_update,client/src/features/fantasy/draft/DraftQueue.tsx,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/features/draft/useDraftQueue.ts,move_with_import_update,client/src/features/fantasy/draft/useDraftQueue.ts,"Fantasy draft feature, keep capture contract stable",carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/features/model-lab/ModelRegistryPanel.tsx,move_with_import_update,client/src/features/platform/model-lab/ModelRegistryPanel.tsx,Shared registry/control plane,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/features/news/NewsHub.tsx,move_with_import_update,client/src/features/football/news/NewsHub.tsx,Shared football source/news UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/features/news/useNewsFeed.ts,move_with_import_update,client/src/features/football/news/useNewsFeed.ts,Shared football source/news UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/index.css,keep,client/src/index.css,Stable client shell; navigation already shared; separate feature ownership beneath shell,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/main.tsx,keep,client/src/main.tsx,Stable client shell; navigation already shared; separate feature ownership beneath shell,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/navigation.ts,keep,client/src/navigation.ts,Stable client shell; navigation already shared; separate feature ownership beneath shell,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/DataHealth.tsx,move_with_import_update,client/src/features/platform/pages/DataHealth.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/DraftHub.tsx,move_with_import_update,client/src/features/fantasy/pages/DraftHub.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/DraftRoom.tsx,move_with_import_update,client/src/features/fantasy/pages/DraftRoom.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Drafts.tsx,move_with_import_update,client/src/features/fantasy/pages/Drafts.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Edge.tsx,move_with_import_update,client/src/features/fantasy/pages/Edge.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/FantasyLab.tsx,move_with_import_update,client/src/features/fantasy/pages/FantasyLab.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Home.tsx,move_with_import_update,client/src/features/fantasy/pages/Home.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/LeagueBrain.tsx,move_with_import_update,client/src/features/fantasy/pages/LeagueBrain.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/LeagueHub.tsx,move_with_import_update,client/src/features/fantasy/pages/LeagueHub.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Leagues.tsx,move_with_import_update,client/src/features/fantasy/pages/Leagues.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Lineup.tsx,move_with_import_update,client/src/features/fantasy/pages/Lineup.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/LiveDraft.tsx,move_with_import_update,client/src/features/fantasy/pages/LiveDraft.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Model.tsx,move_with_import_update,client/src/features/fantasy/pages/Model.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/MyTeam.tsx,move_with_import_update,client/src/features/fantasy/pages/MyTeam.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/News.tsx,move_with_import_update,client/src/features/football/pages/News.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/NflMarketBoard.tsx,move_with_import_update,client/src/features/betting/nfl/pages/NflMarketBoard.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/NotFound.tsx,move_with_import_update,client/src/features/platform/pages/NotFound.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Pair.tsx,move_with_import_update,client/src/features/platform/pages/Pair.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/PlayerDetail.tsx,move_with_import_update,client/src/features/fantasy/pages/PlayerDetail.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Players.tsx,move_with_import_update,client/src/features/fantasy/pages/Players.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Projections.tsx,move_with_import_update,client/src/features/fantasy/pages/Projections.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Rankings.tsx,move_with_import_update,client/src/features/fantasy/pages/Rankings.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Settings.tsx,move_with_import_update,client/src/features/platform/pages/Settings.tsx,Settings/health/connection platform UI,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/TeamDetail.tsx,move_with_import_update,client/src/features/football/pages/TeamDetail.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Teams.tsx,move_with_import_update,client/src/features/football/pages/Teams.tsx,Shared football entity/context presentation; betting decisions remain separate,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/TheModel.tsx,move_with_import_update,client/src/features/betting/nfl/pages/TheModel.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/TradeLab.tsx,move_with_import_update,client/src/features/fantasy/pages/TradeLab.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/Trends.tsx,move_with_import_update,client/src/features/fantasy/pages/Trends.tsx,Fantasy feature default from current pages/components; verify mixed Model.tsx/PlayerDetail consumers before extracting,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/BettingHome.tsx,move_with_import_update,client/src/features/betting/nfl/pages/BettingHome.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/Decisions.tsx,move_with_import_update,client/src/features/betting/nfl/pages/Decisions.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/Diagnostics.tsx,move_with_import_update,client/src/features/betting/nfl/pages/Diagnostics.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/Edges.tsx,move_with_import_update,client/src/features/betting/nfl/pages/Edges.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/Ensemble.tsx,move_with_import_update,client/src/features/betting/nfl/pages/Ensemble.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/FieldSim.tsx,move_with_import_update,client/src/features/betting/nfl/pages/FieldSim.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/FootballFirst.tsx,move_with_import_update,client/src/features/betting/nfl/pages/FootballFirst.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/GameScript.tsx,move_with_import_update,client/src/features/betting/nfl/pages/GameScript.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/GameSimulator.tsx,move_with_import_update,client/src/features/betting/nfl/pages/GameSimulator.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/Gates.tsx,move_with_import_update,client/src/features/betting/nfl/pages/Gates.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/LineShop.tsx,move_with_import_update,client/src/features/betting/nfl/pages/LineShop.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/MlbAutoPicks.tsx,move_with_import_update,client/src/features/betting/mlb/pages/MlbAutoPicks.tsx,Explicit MLB UI boundary,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/MlbBoard.tsx,move_with_import_update,client/src/features/betting/mlb/pages/MlbBoard.tsx,Explicit MLB UI boundary,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/MlbHub.tsx,move_with_import_update,client/src/features/betting/mlb/pages/MlbHub.tsx,Explicit MLB UI boundary,carried_forward_ownership_proposal_verify_callers,
401a5d01ea488ec1da96d4c9ac6db995e2ed38b2,client/src/pages/betting/NflAutoPicks.tsx,move_with_import_update,client/src/features/betting/nfl/pages/NflAutoPicks.tsx,NFL betting workspace and research views; stable route URLs,carried_forward_ownership_proposal_verify_callers,
