id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified
dynamic_state,Dynamic offense / defense state,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:804,margin AND total (home/away offense+defense_allowed latent state + hfa split),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,"c.dynamic.state map, c.dynamic.league_points",none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,heuristic,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"raw p=0.4365 (one-at-a-time residual diagnostic), Holm-corrected to 1.0, family_size=32 pass_count=0 (docs/evidence/2026-09-16/residual-gate-holm-correction.txt)",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
epa_net,Net EPA per play,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:817,"margin (diffModel on net_epa feature, scale 65)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat team-week features .net_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",R²=0.990 vs pass_eff_matchup (r=0.908); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result),unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
epa_neutral,"EPA, garbage time removed",component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:826,"margin (diffModel on off_epa_nwp - def_epa_nwp, scale 65)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_epa_nwp/.def_epa_nwp (non-garbage-time EPA),none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
early_down_eff,Early-down efficiency,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:834,"margin (diffModel on off_early_epa/def_early_epa net, scale 60)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_early_epa/.def_early_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
pass_eff_matchup,Passing efficiency mismatch,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:839,"margin (diffModel on off_pass_epa/def_pass_epa net, scale 60)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_pass_epa/.def_pass_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",R²=0.975 vs epa_net (r=0.908); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result),unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
rush_eff_matchup,Rushing efficiency mismatch,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:844,"margin (diffModel on off_rush_epa/def_rush_epa net, scale 55)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_rush_epa/.def_rush_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",R²=0.977 vs field_position (r=0.913); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result),unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
explosive_pass,Explosive-pass asymmetry,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:849,"margin (diffModel on off_expl_pass/def_expl_pass net, scale 160)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_expl_pass/.def_expl_pass,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
pressure_response,Pressure response mismatch,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:854,"margin (diffModel on off_pressure_epa/def_pressure_epa net, scale 45)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_pressure_epa/.def_pressure_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
series_sustain,Series sustain rate,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:859,"margin (diffModel on off_series_sr/def_series_sr net, scale 100)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_series_sr/.def_series_sr,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
field_position,Starting field-position edge,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:864,"margin (diffModel on off_drive_start/def_drive_start net, scale 0.7)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_drive_start/.def_drive_start,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",R²=0.998 vs availability (r=0.999); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result),unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
second_half_eff,Second-half efficiency,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:869,"margin (diffModel on off_second_half_epa/def_second_half_epa net, scale 55)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_second_half_epa/.def_second_half_epa,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
success_rate,Success rate differential,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:874,"margin (diffModel on off_sr/def_sr net, scale 120)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_sr/.def_sr,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
explosive,Explosive play differential,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:879,"margin (diffModel on off_expl/def_expl net, scale 200)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_expl/.def_expl,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
drive_eff,Drive scoring differential,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:884,"margin (diffModel on off_dsr/def_dsr net, scale 60)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_dsr/.def_dsr,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
situational,Third down and red zone,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:889,"margin (diffModel on 3rd-down + red-zone net, scale 40)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_3rd/.def_3rd/.off_rz/.def_rz,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
trenches,Line of scrimmage,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:895,"margin (diffModel on sack/havoc net, scale 70)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_sack/.def_sack/.def_havoc,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
turnover_regressed,Turnover-regressed margin,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:901,margin (avg margin/game minus 0.6x turnover-edge fade),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.agg pf/pa; c.feat .off_to/.def_to,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",R²=0.997 vs point_diff (r=0.997); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result),unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
opp_adjusted,Opponent-adjusted EPA,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:919,margin (first-pass strength-of-schedule adjusted net EPA * 65 + hfa),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat off_epa/def_epa; c.schedule (games strictly earlier than decision),none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,heuristic,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"raw p=0.4189 (one-at-a-time residual diagnostic), Holm-corrected to 1.0, family_size=32 pass_count=0 (docs/evidence/2026-09-16/residual-gate-holm-correction.txt)","R²=0.958 vs melo (r=0.655); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result). Also: CORRECTED 2026-09-10 (Codex finding M13) — prior version algebraically canceled to plain epa_net despite its name; now does a real first-pass SOS adjustment, not yet walk-forward validated as an improvement over epa_net (nfl-ensemble.js:919-965 comment).",unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
recent_form,Recent form (last 3),component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:966,margin (home-away avg of last 3 games),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.recent map (per-team recent margin history),none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
rest_travel,Rest and division familiarity,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:977,margin (hfa + fitted rest-day edge + division penalty),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,"c.homeRest/c.awayRest, c.div, optional c.cal.rest {b1}",none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,ols,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","R²=0.994 vs availability (r=0.997); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result). RENAMED 2026-09-10 (Codex M13): never measured actual travel distance/timezone, only rest days + division indicator (nfl-ensemble.js:977-983 comment).",unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
pace_total,Pace and possessions,component,total,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1004,total only (drives * yards-per-drive/30 * 2.05); margin always null,in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.feat .off_drives/.off_ypd for both teams,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,rule,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
weather_total,Weather-adjusted total,component,total,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1016,total only (avg team totals + weatherAdjustment(c)); margin always null,in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,c.agg .totals history; weatherAdjustment() wind/cold/roof function,none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,heuristic,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",no,2026-09-16
market_anchor,Market anchor,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1029,"margin AND total (verbatim opening/closing spread and total, sign-flipped for margin)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,"c.openSpread, c.spread, c.openTotal, c.total",none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,lookup,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),unmeasured (reference/anchor term; not itself scored for residual skill),none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",yes,2026-09-16
