id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified
nfl_candidate_input_audits,nfl_candidate_input_audits,data_table,infra,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:452,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-replay.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_candidate_robustness_audits,nfl_candidate_robustness_audits,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:178,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/migrations/048_research_trials_detail.js;server/services/nfl-candidate-analysis.js;scripts/backfill-historical-trial-registry.mjs,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_capacity_events,nfl_capacity_events,data_table,infra,server/migrations/034_t60_runner_ledger.js,server/migrations/034_t60_runner_ledger.js:62,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/betting/nfl/strategy/t60-runner.js;server/migrations/034_t60_runner_ledger.js;server/migrations/036_t60_packet_body.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_capture_triggers,nfl_capture_triggers,data_table,infra,server/migrations/014_profit_execution_triggers.js,server/migrations/014_profit_execution_triggers.js:6,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/migrations/014_profit_execution_triggers.js;server/services/nfl-capture-dispatch.js,unknown (not found),live,yes (has capture/receipt clock column: captured),n/a,2026-09-16
nfl_clv_grades,nfl_clv_grades,data_table,infra,server/migrations/037_nfl_clv_grades.js,server/migrations/037_nfl_clv_grades.js:43,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/clv-core.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_cover_calibrations,nfl_cover_calibrations,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:214,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-cover-calibration.js;server/services/nfl-t60-packet.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_decision_events,nfl_decision_events,data_table,infra,server/migrations/027_decision_tape.js,server/migrations/027_decision_tape.js:94,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-decision-tape.js;server/services/nfl-replay.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_decision_run_invalidations,nfl_decision_run_invalidations,data_table,infra,server/migrations/031_decision_identity.js,server/migrations/031_decision_identity.js:178,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-decision-tape.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_decision_runs,nfl_decision_runs,data_table,infra,server/migrations/027_decision_tape.js,server/migrations/027_decision_tape.js:72,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-decision-tape.js;server/services/nfl-replay.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_depth,nfl_depth,data_table,roster,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:59,n/a (raw storage table),nflverse,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,"in the live pick path via: server/services/nfl-advanced.js;server/services/nfl-bitemporal.js;server/services/nfl-engine-registry.js;server/services/nfl-player-value.js  2025-only duplication: 57,323 rows vs 49,318 distinct (season,week,team,gsis_id) keys (8,005 dupes, 193 distinct captured snapshot times vs ~63 before); nfl-rookies.js depthRankFor() ignores captured and can leak future snapshots (not fixed).",unknown (not found),live,yes (own receipt clock: captured — the only one of the five raw model-input tables that is genuinely point-in-time-safe),n/a,2026-09-16
nfl_engine_artifacts,nfl_engine_artifacts,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:256,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-engine-registry.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_engine_backfill_checkpoints,nfl_engine_backfill_checkpoints,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:231,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-engine-backfill.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_engine_backfill_runs,nfl_engine_backfill_runs,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:224,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-engine-backfill.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_ensemble_fit_artifacts,nfl_ensemble_fit_artifacts,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:281,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-engine-registry.js;server/services/nfl-ensemble.js;server/services/nfl-t60-packet.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_ensemble_rank_reports,nfl_ensemble_rank_reports,data_table,infra,server/services/nfl-ensemble-rank.js,server/services/nfl-ensemble-rank.js:631,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-ensemble-rank.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_execution_lifecycle_events,nfl_execution_lifecycle_events,data_table,infra,server/migrations/023_execution_lifecycle_ledger.js,server/migrations/023_execution_lifecycle_ledger.js:69,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/db/preflight.js;server/migrations/023_execution_lifecycle_ledger.js;server/migrations/027_decision_tape.js;server/migrations/028_settlement_corrections.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_execution_log,nfl_execution_log,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:379,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/migrations/023_execution_lifecycle_ledger.js;server/services/nfl-execution.js;scripts/run-historical-leaderboard.mjs,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_execution_opportunities,nfl_execution_opportunities,data_table,infra,server/migrations/023_execution_lifecycle_ledger.js,server/migrations/023_execution_lifecycle_ledger.js:47,n/a (raw storage table),internal-ledger,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/db/preflight.js;server/migrations/023_execution_lifecycle_ledger.js;server/migrations/026_execution_opportunity_forecast.js;server/migrations/027_decision_tape.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_expert_forward_predictions,nfl_expert_forward_predictions,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:433,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-evidence-provenance.js;server/services/nfl-expert-coordinator.js;server/services/nfl-expert-council.js;server/services/nfl-postgame-truth.js,unknown (not found),live,yes (has capture/receipt clock column: captured_at),n/a,2026-09-16
nfl_expert_forward_settlements,nfl_expert_forward_settlements,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:443,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-expert-coordinator.js;server/services/nfl-expert-council.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_external_player_grades,nfl_external_player_grades,data_table,roster,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:513,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-roster-strength.js,unknown (not found),live,yes (has capture/receipt clock column: captured_at),n/a,2026-09-16
nfl_external_ratings,nfl_external_ratings,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:452,n/a (raw storage table),teamrankings+ESPN (FPI),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/scheduler.js  fpi_diff is computed (nfl-external-ratings.js:260) and consumed by nothing.,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_feature_ablation_audits,nfl_feature_ablation_audits,data_table,infra,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:460,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/migrations/048_research_trials_detail.js;server/services/nfl-evidence.js;server/services/nfl-research.js;scripts/backfill-historical-trial-registry.mjs,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_feature_coverage_snapshots,nfl_feature_coverage_snapshots,data_table,roster,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:460,n/a (raw storage table),nflverse,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-feature-coverage.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_feature_dictionary,nfl_feature_dictionary,data_table,infra,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:621,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-weekly-feature-store.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_feature_revisions,nfl_feature_revisions,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:113,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-advanced.js;server/services/nfl-bitemporal.js;server/services/nfl-t60-packet.js,unknown (not found),live,yes (has capture/receipt clock column: observed_at),n/a,2026-09-16
nfl_ffopportunity_weekly,nfl_ffopportunity_weekly,data_table,infra,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:633,n/a (raw storage table),nflverse,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/ffopportunity.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_game_variance,nfl_game_variance,data_table,infra,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:256,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-expert-coordinator.js;server/services/nfl-postgame-truth.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_game_weather,nfl_game_weather,data_table,weather,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:612,n/a (raw storage table),weather API,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-t60-packet.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_game_weather_forecast_history,nfl_game_weather_forecast_history,data_table,weather,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:603,n/a (raw storage table),weather API,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-t60-packet.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_historical_adp,nfl_historical_adp,data_table,roster,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:721,n/a (raw storage table),dynastyprocess (ADP CSV),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/consensus-weights.js;server/services/historical-adp-scrapes.js;server/services/historical-adp.js;server/services/preseason-model.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_historical_adp_scrape,nfl_historical_adp_scrape,data_table,roster,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:704,n/a (raw storage table),dynastyprocess (ADP CSV),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/historical-adp-scrapes.js  written under a recordSync name in neither MANUAL_SOURCES nor JOBS — orphaned from scheduler bookkeeping.,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_historical_engine_replay,nfl_historical_engine_replay,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:237,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-engine-backfill.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_historical_ffc_adp,nfl_historical_ffc_adp,data_table,roster,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:465,n/a (raw storage table),dynastyprocess (ADP CSV),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/consensus-weights.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_historical_signal_replay,nfl_historical_signal_replay,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:245,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-diagnostic.js;server/services/nfl-engine-backfill.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_injuries,nfl_injuries,data_table,injury,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:484,n/a (raw storage table),nflverse,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/football-context.js;server/services/nfl-advanced.js;server/services/nfl-availability.js;server/services/nfl-bitemporal.js,unknown (not found),live,"partial (source modified_at column, not a receipt clock — 100% populated 2021-22, 97.4% 2023, 95.8% 2024, 0% 2025-26; nflverse stopped publishing it)",n/a,2026-09-16
nfl_learning_epochs,nfl_learning_epochs,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:268,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-engine-registry.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_line_snapshots,nfl_line_snapshots,data_table,roster,server/db/schema/core-and-fantasy.js,server/db/schema/core-and-fantasy.js:738,n/a (raw storage table),nflverse,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/book-feeds.js;server/services/clv-core.js;server/services/line-shopping.js;server/services/nfl-sharp.js  five separate writers with different provider labels; received_at is a constant (not a real per-row receipt clock) for archive-sourced rows per migration 052.,unknown (not found),live,yes (has capture/receipt clock column: captured_at),n/a,2026-09-16
nfl_live_possession_predictions,nfl_live_possession_predictions,data_table,live,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:495,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-expert-council.js;server/services/nfl-live-ledger.js,unknown (not found),live,yes (has capture/receipt clock column: captured_at),n/a,2026-09-16
nfl_live_possession_settlements,nfl_live_possession_settlements,data_table,live,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:506,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-expert-council.js;server/services/nfl-live-ledger.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_model_experiments,nfl_model_experiments,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:399,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-evidence.js;server/services/nfl-experiments.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_model_growth_runs,nfl_model_growth_runs,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:516,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-model-growth.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_model_watch_runs,nfl_model_watch_runs,data_table,infra,server/db/schema/nfl-a-to-m.js,server/db/schema/nfl-a-to-m.js:529,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/services/nfl-model-watch.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_neural_replay_audits,nfl_neural_replay_audits,data_table,infra,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:50,n/a (raw storage table),derived,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-replay.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_news_event_extraction_cache,nfl_news_event_extraction_cache,data_table,news,server/migrations/019_nfl_news_events.js,server/migrations/019_nfl_news_events.js:56,n/a (raw storage table),ESPN+other (RSS/TwitterAPI.io),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,not read by the live NFL pick path; consumed only outside it by: server/migrations/019_nfl_news_events.js;server/services/nfl-news-events.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_news_events,nfl_news_events,data_table,news,server/migrations/019_nfl_news_events.js,server/migrations/019_nfl_news_events.js:21,n/a (raw storage table),ESPN+other (RSS/TwitterAPI.io),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-t60-packet.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_news_extraction_attempts,nfl_news_extraction_attempts,data_table,news,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:79,n/a (raw storage table),ESPN+other (RSS/TwitterAPI.io),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-news-signal.js,unknown (not found),live,no (no clock column of any kind),n/a,2026-09-16
nfl_news_signals,nfl_news_signals,data_table,news,server/db/schema/nfl-n-to-z.js,server/db/schema/nfl-n-to-z.js:57,n/a (raw storage table),ESPN+other (RSS/TwitterAPI.io),unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfl-news-signal.js;server/services/scheduler.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: created_at)",n/a,2026-09-16
nfl_nfelo_games,nfl_nfelo_games,data_table,infra,server/db/schema/mlb-model-misc.js,server/db/schema/mlb-model-misc.js:224,n/a (raw storage table),nfelo,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfelo.js;server/services/nfl-ensemble.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
nfl_nfelo_lines,nfl_nfelo_lines,data_table,market,server/db/schema/mlb-model-misc.js,server/db/schema/mlb-model-misc.js:234,n/a (raw storage table),nfelo,unknown (not found),n/a,none,n/a,unknown (not found),unmeasured,in the live pick path via: server/services/nfelo.js,unknown (not found),live,"partial (only a generic timestamp column, not confirmed as a receipt clock: fetched_at)",n/a,2026-09-16
