source,path,source_sha256,source_bytes,duplicate,committed_sha256
workspace/outputs/recovered-evidence/research2/F17-margin-distribution-lit.md,research/advanced-methods-and-github/F17-margin-distribution-lit.md,b97bba52f43a25683e1c050eb89cd89031b9cb785cb3442c9f47f159e372982e,21569,False,b97bba52f43a25683e1c050eb89cd89031b9cb785cb3442c9f47f159e372982e
workspace/outputs/recovered-evidence/research2/F18-audit-architecture-consolidation.md,research/advanced-methods-and-github/F18-audit-architecture-consolidation.md,4ae87d3563d5e799492f03df51a48b7fe394b0ee93e10d5b8cf3908b6ef1c00b,14905,False,4ae87d3563d5e799492f03df51a48b7fe394b0ee93e10d5b8cf3908b6ef1c00b
workspace/outputs/recovered-evidence/research2/FIX_AND_ADD_ARCHITECTURE.md,research/advanced-methods-and-github/FIX_AND_ADD_ARCHITECTURE.md,be3f3c2bdf54c7aaab8e5a3a971513d464c9e2d77df350ae2d6182c1def9f1b1,59744,False,be3f3c2bdf54c7aaab8e5a3a971513d464c9e2d77df350ae2d6182c1def9f1b1
workspace/outputs/recovered-evidence/research2/GF01-drive-simulators.md,research/advanced-methods-and-github/GF01-drive-simulators.md,532a7fa0398f184b941e2fd3fb0ae27f180be3ad3d8de52ebd103f0ebe80f9e3,23149,False,532a7fa0398f184b941e2fd3fb0ae27f180be3ad3d8de52ebd103f0ebe80f9e3
workspace/outputs/recovered-evidence/research2/GF02-nfl-ratings-elo.md,research/advanced-methods-and-github/GF02-nfl-ratings-elo.md,79ba3e0ce749c7f2266f5d926e3390ddcd3612f18c047fdf0f2e47f22bd4af96,11688,False,79ba3e0ce749c7f2266f5d926e3390ddcd3612f18c047fdf0f2e47f22bd4af96
workspace/outputs/recovered-evidence/research2/GF03-devig-kelly-libraries.md,research/advanced-methods-and-github/GF03-devig-kelly-libraries.md,90d365fa751740b378ddc1e9db8c7c2a530f1d0158cfa63ca49864ac9753d66d,13065,False,90d365fa751740b378ddc1e9db8c7c2a530f1d0158cfa63ca49864ac9753d66d
workspace/outputs/recovered-evidence/research2/GF04-bayesian-sports-stan-pymc.md,research/advanced-methods-and-github/GF04-bayesian-sports-stan-pymc.md,5c858d93f3e529f45d5b0fd8acacf89b97835046d6a6234e282f6c02d3799458,14542,False,5c858d93f3e529f45d5b0fd8acacf89b97835046d6a6234e282f6c02d3799458
workspace/outputs/recovered-evidence/research2/GF05-backtesting-frameworks.md,research/advanced-methods-and-github/GF05-backtesting-frameworks.md,47d4de9986fbada79915a3b7da0e6a5f57dd99534de4906e64864db952f9d1e9,13844,False,47d4de9986fbada79915a3b7da0e6a5f57dd99534de4906e64864db952f9d1e9
workspace/outputs/recovered-evidence/research2/GF06-copula-dependence-code.md,research/advanced-methods-and-github/GF06-copula-dependence-code.md,2d99503d36007920c45756259c962d3ca1c3d3026786fcee5ccf7f8370cd8e24,13893,False,2d99503d36007920c45756259c962d3ca1c3d3026786fcee5ccf7f8370cd8e24
workspace/outputs/recovered-evidence/research2/GF07-entity-resolution-code.md,research/advanced-methods-and-github/GF07-entity-resolution-code.md,f9a742cc94c1b3e24408cad55d8b8f7b3ca980f2f0ab7707b6fcaa453b78d9d6,10760,False,f9a742cc94c1b3e24408cad55d8b8f7b3ca980f2f0ab7707b6fcaa453b78d9d6
workspace/outputs/recovered-evidence/research2/GF08-conformal-prediction-code.md,research/advanced-methods-and-github/GF08-conformal-prediction-code.md,479b35e5b27b0f4f8dbc4f19f13837427b4996daf9668acbae502eebc585527b,12787,False,479b35e5b27b0f4f8dbc4f19f13837427b4996daf9668acbae502eebc585527b
workspace/outputs/recovered-evidence/research2/GF09-nflverse-ecosystem-code.md,research/advanced-methods-and-github/GF09-nflverse-ecosystem-code.md,42bfdd3eadaa4512cd9e356cdc4f4cf22bd737d04b56f70c50ef40dd6b37e623,9245,False,42bfdd3eadaa4512cd9e356cdc4f4cf22bd737d04b56f70c50ef40dd6b37e623
workspace/outputs/recovered-evidence/research2/GF10-trial-registry-preregistration-code.md,research/advanced-methods-and-github/GF10-trial-registry-preregistration-code.md,7d0b5d6fe1daa07cdc2bd45961f676e22fd3aff00007d16a8eea54ea5cfa38ac,26112,False,7d0b5d6fe1daa07cdc2bd45961f676e22fd3aff00007d16a8eea54ea5cfa38ac
workspace/outputs/recovered-evidence/research2/GITHUB_BUILD_CATALOG.md,research/advanced-methods-and-github/GITHUB_BUILD_CATALOG.md,ec4ea471eb0281069bbcd0d1884c539a7abaa83ffb4c6fd596b676de8df172e1,47373,False,ec4ea471eb0281069bbcd0d1884c539a7abaa83ffb4c6fd596b676de8df172e1
workspace/outputs/recovered-evidence/research2/GN01-timeseries-foundation-code.md,research/advanced-methods-and-github/GN01-timeseries-foundation-code.md,b8948b1fbc57cb0f9c163e5286ff31011441d4c6e92205c629499e2e333386ad,12195,False,b8948b1fbc57cb0f9c163e5286ff31011441d4c6e92205c629499e2e333386ad
workspace/outputs/recovered-evidence/research2/GN02-gnn-sports-code.md,research/advanced-methods-and-github/GN02-gnn-sports-code.md,0340bff2f5b88131cae168590396950d55294a58fbc67d1cd41f98f9450fbfac,14952,False,0340bff2f5b88131cae168590396950d55294a58fbc67d1cd41f98f9450fbfac
workspace/outputs/recovered-evidence/research2/GN03-transformer-pbp-code.md,research/advanced-methods-and-github/GN03-transformer-pbp-code.md,558ca3815f088767bc454d248b52e8d80040d2f05e4ab064cc3f3bde6f235f6c,16329,False,558ca3815f088767bc454d248b52e8d80040d2f05e4ab064cc3f3bde6f235f6c
workspace/outputs/recovered-evidence/research2/GN04-dfs-optimizer-code.md,research/advanced-methods-and-github/GN04-dfs-optimizer-code.md,5ead928622d9cd139910e4a5322e81fba43dcd7b26d9c0cb024f36e94092d25a,9941,False,5ead928622d9cd139910e4a5322e81fba43dcd7b26d9c0cb024f36e94092d25a
workspace/outputs/recovered-evidence/research2/GN05-prediction-market-client-code.md,research/advanced-methods-and-github/GN05-prediction-market-client-code.md,4e21b1dc8b10163e142b080a25502e94ff1bf1eb502f42422f2cee868751c617,8572,False,4e21b1dc8b10163e142b080a25502e94ff1bf1eb502f42422f2cee868751c617
workspace/outputs/recovered-evidence/research2/GN06-mixture-density-neural-code.md,research/advanced-methods-and-github/GN06-mixture-density-neural-code.md,fa197989cb9c1535b147125d66f3722ce09e210ec92976135162d7b460f706bb,14080,False,fa197989cb9c1535b147125d66f3722ce09e210ec92976135162d7b460f706bb
workspace/outputs/recovered-evidence/research2/GN07-live-win-probability-code.md,research/advanced-methods-and-github/GN07-live-win-probability-code.md,eb8bfe082d1d32d9f7efc50a29cb7eee4e1497c873dbcae0335007017021ac4e,13820,False,eb8bfe082d1d32d9f7efc50a29cb7eee4e1497c873dbcae0335007017021ac4e
workspace/outputs/recovered-evidence/research2/GN08-genetic-programming-code.md,research/advanced-methods-and-github/GN08-genetic-programming-code.md,a65b02bf8631c851fb6a3200fd494f599ca4bbc6d71c291f6ef41907a59c2f65,8797,False,a65b02bf8631c851fb6a3200fd494f599ca4bbc6d71c291f6ef41907a59c2f65
workspace/outputs/recovered-evidence/research2/GN09-injury-network-code.md,research/advanced-methods-and-github/GN09-injury-network-code.md,f77c5ad6b09ac7c80b458dd53761255f09f1a2e46ccc1c122fc472a8d84cc3f1,10919,False,f77c5ad6b09ac7c80b458dd53761255f09f1a2e46ccc1c122fc472a8d84cc3f1
workspace/outputs/recovered-evidence/research2/GN10-aging-curve-survival-code.md,research/advanced-methods-and-github/GN10-aging-curve-survival-code.md,cdd7c4749121254aa80d5646e25d2f6ec62cd2663166393b4e40b3247b43f045,12011,False,cdd7c4749121254aa80d5646e25d2f6ec62cd2663166393b4e40b3247b43f045
workspace/outputs/recovered-evidence/research2/N01-timeseries-foundation-models.md,research/advanced-methods-and-github/N01-timeseries-foundation-models.md,c39aba9300a6ecbe1e103638af1fb52bd76df42466a8678f1c8ebe30d19e1140,15189,False,c39aba9300a6ecbe1e103638af1fb52bd76df42466a8678f1c8ebe30d19e1140
workspace/outputs/recovered-evidence/research2/N02-graph-neural-networks.md,research/advanced-methods-and-github/N02-graph-neural-networks.md,c5a4777440293f900efb1f64b0d5438846b85b88e149847616e56799ee9f1503,13999,False,c5a4777440293f900efb1f64b0d5438846b85b88e149847616e56799ee9f1503
workspace/outputs/recovered-evidence/research2/N03-transformers-play-sequences.md,research/advanced-methods-and-github/N03-transformers-play-sequences.md,29a2e801f22719825849bf61de94217246154cf0aa1cabb6190d25a79fbf8746,17851,False,29a2e801f22719825849bf61de94217246154cf0aa1cabb6190d25a79fbf8746
workspace/outputs/recovered-evidence/research2/N04-llm-as-forecaster.md,research/advanced-methods-and-github/N04-llm-as-forecaster.md,246a72c370e1b846ce7c91306de9ce7cf0c8c142a0c79313ab962d8649d113bf,14675,False,246a72c370e1b846ce7c91306de9ce7cf0c8c142a0c79313ab962d8649d113bf
workspace/outputs/recovered-evidence/research2/N05-prediction-market-mining.md,research/advanced-methods-and-github/N05-prediction-market-mining.md,8e52f879dbde8eec94e7fb9f658df4ccc0190f10020bec440fee66f8f7ad721a,17751,False,8e52f879dbde8eec94e7fb9f658df4ccc0190f10020bec440fee66f8f7ad721a
workspace/outputs/recovered-evidence/research2/N06-rl-for-drive-sim-and-staking.md,research/advanced-methods-and-github/N06-rl-for-drive-sim-and-staking.md,75a40c14992fa73a234532d8fcd1abb2f5810c4985ae194a8fbf2c22aff07552,25362,False,75a40c14992fa73a234532d8fcd1abb2f5810c4985ae194a8fbf2c22aff07552
workspace/outputs/recovered-evidence/research2/N07-in-game-live-product.md,research/advanced-methods-and-github/N07-in-game-live-product.md,1fb49a24e7fb86ee5cd5167147d009a8c777d728f22ceff2cbdefd748f69c188,19205,False,1fb49a24e7fb86ee5cd5167147d009a8c777d728f22ceff2cbdefd748f69c188
workspace/outputs/recovered-evidence/research2/N08-dfs-lineup-optimization.md,research/advanced-methods-and-github/N08-dfs-lineup-optimization.md,53d9416f7cacb9047724b3847f43a30d49a6094c9b8657a5e6fc74c41099fc53,17714,False,53d9416f7cacb9047724b3847f43a30d49a6094c9b8657a5e6fc74c41099fc53
workspace/outputs/recovered-evidence/research2/N09-generative-synthetic-augmentation.md,research/advanced-methods-and-github/N09-generative-synthetic-augmentation.md,30aab84b6379d298206422e7f000a0c84c85d9bc8e2f8b3725a28452b594f8a5,12427,False,30aab84b6379d298206422e7f000a0c84c85d9bc8e2f8b3725a28452b594f8a5
workspace/outputs/recovered-evidence/research2/N10-mixture-density-neural-forecasting.md,research/advanced-methods-and-github/N10-mixture-density-neural-forecasting.md,08d2e7b92f01408be9603c696138ab6dea058ea4640dc1d086302890029a652b,17949,False,08d2e7b92f01408be9603c696138ab6dea058ea4640dc1d086302890029a652b
workspace/outputs/recovered-evidence/research2/N11-automl-genetic-programming.md,research/advanced-methods-and-github/N11-automl-genetic-programming.md,01f56329eaeb20539b8c1939e6077ca06421c404b3ab4d75d51f6e5e9ade1b24,13836,False,01f56329eaeb20539b8c1939e6077ca06421c404b3ab4d75d51f6e5e9ade1b24
workspace/outputs/recovered-evidence/research2/N12-mixture-of-experts-council-redesign.md,research/advanced-methods-and-github/N12-mixture-of-experts-council-redesign.md,4115c4b59b436f9539aa9dced1d45b16fdc57e6bd7901d674d09cd9da2819805,19664,False,4115c4b59b436f9539aa9dced1d45b16fdc57e6bd7901d674d09cd9da2819805
workspace/outputs/recovered-evidence/research2/N13-injury-network-propagation.md,research/advanced-methods-and-github/N13-injury-network-propagation.md,9f1e15b1c4daf97e14ad38e03722504272fe979a1a26ab033250d3928fe54e04,25608,False,9f1e15b1c4daf97e14ad38e03722504272fe979a1a26ab033250d3928fe54e04
workspace/outputs/recovered-evidence/research2/N14-alternative-market-arbitrage.md,research/advanced-methods-and-github/N14-alternative-market-arbitrage.md,5d98d3760ab37753fa1a2a4d13cf416fd7bafc973f290079d99f8f363b61b9da,19008,False,5d98d3760ab37753fa1a2a4d13cf416fd7bafc973f290079d99f8f363b61b9da
workspace/outputs/recovered-evidence/research2/N15-route-proxies-from-pbp.md,research/advanced-methods-and-github/N15-route-proxies-from-pbp.md,a629236cfb83814966aa37dc5346a82b976e89bcd4ccb00f70ed65fd6e34aed3,12208,False,a629236cfb83814966aa37dc5346a82b976e89bcd4ccb00f70ed65fd6e34aed3
workspace/outputs/recovered-evidence/research2/N16-dynasty-aging-curves-modern.md,research/advanced-methods-and-github/N16-dynasty-aging-curves-modern.md,10c14f6972255712fe776762675acce9ad71d028330697df3ab138f405def060,14279,False,10c14f6972255712fe776762675acce9ad71d028330697df3ab138f405def060
workspace/outputs/recovered-evidence/research2/N17-weather-and-venue-causal.md,research/advanced-methods-and-github/N17-weather-and-venue-causal.md,c8bf793c0a8df8b4bd212628844d4935d12aa445cdfab29791b996f9428befb7,20612,False,c8bf793c0a8df8b4bd212628844d4935d12aa445cdfab29791b996f9428befb7
workspace/outputs/recovered-evidence/research2/N18-social-and-market-sentiment.md,research/advanced-methods-and-github/N18-social-and-market-sentiment.md,5cfa04b92673a4fa38c188532443f74dd6786b1396f0d594844d6a04b118cd31,10566,False,5cfa04b92673a4fa38c188532443f74dd6786b1396f0d594844d6a04b118cd31
workspace/outputs/recovered-evidence/research2/chunk11-scoring.md,research/advanced-methods-and-github/chunk11-scoring.md,8cbc691404fb19740f963ef5e51ff4cfe6fa06e1894373b2036926124b0731bb,6074,False,8cbc691404fb19740f963ef5e51ff4cfe6fa06e1894373b2036926124b0731bb
workspace/outputs/recovered-evidence/research2/chunk12-scoring-notes.md,research/advanced-methods-and-github/chunk12-scoring-notes.md,5bcc3d1efb2a76ea53b024cd5b304bd1dcff5769616b1e7194252596eeacb723,3501,False,5bcc3d1efb2a76ea53b024cd5b304bd1dcff5769616b1e7194252596eeacb723
workspace/outputs/recovered-evidence/research2/chunk14-scoring.md,research/advanced-methods-and-github/chunk14-scoring.md,382b97def5ec0429f6bffea559f1f4328097c4a05efbcbbca985baf6424af18c,2665,False,382b97def5ec0429f6bffea559f1f4328097c4a05efbcbbca985baf6424af18c
workspace/outputs/recovered-evidence/research2/chunk17-scoring.md,research/advanced-methods-and-github/chunk17-scoring.md,1ce3ce9e8e5e76a70ccb03dcc5ddc0ca47c31c2b73ca3d08d272739fa3930e1b,9929,False,1ce3ce9e8e5e76a70ccb03dcc5ddc0ca47c31c2b73ca3d08d272739fa3930e1b
workspace/outputs/recovered-evidence/research2/chunk2-scoring.md,research/advanced-methods-and-github/chunk2-scoring.md,e74541987af5cf33cb489e70b56e1f6fae5b41e2f7a2e6e386c2691302b2ab49,8171,False,e74541987af5cf33cb489e70b56e1f6fae5b41e2f7a2e6e386c2691302b2ab49
workspace/outputs/recovered-evidence/research2/chunk20-scoring.md,research/advanced-methods-and-github/chunk20-scoring.md,e07051f1bffde71699ec0b60e82518f86508900d6521d379ba04f87a4783f717,12476,False,e07051f1bffde71699ec0b60e82518f86508900d6521d379ba04f87a4783f717
workspace/outputs/recovered-evidence/research2/chunk4-scoring.md,research/advanced-methods-and-github/chunk4-scoring.md,45f40c7a90940916692acc05ada2c99e7cb3c8da03a65501e2b073174edf333e,7039,False,45f40c7a90940916692acc05ada2c99e7cb3c8da03a65501e2b073174edf333e
workspace/outputs/recovered-evidence/research2/chunk5-scoring.md,research/advanced-methods-and-github/chunk5-scoring.md,3693a235461c9a884d0f209fc54c39a37980b9f578503408130d70c679ce1552,8834,False,3693a235461c9a884d0f209fc54c39a37980b9f578503408130d70c679ce1552
workspace/outputs/recovered-evidence/research2/chunk6-scoring.md,research/advanced-methods-and-github/chunk6-scoring.md,7f6ec657d554c2701b5af226cdb0e0e73f2b62c6e5a51ebd30c25ea7b9be5a65,13055,False,7f6ec657d554c2701b5af226cdb0e0e73f2b62c6e5a51ebd30c25ea7b9be5a65
workspace/outputs/recovered-evidence/research2/chunk7-scoring.md,research/advanced-methods-and-github/chunk7-scoring.md,0fa797513d0e54123ce409a8e9c1f1014dd059a976ee9a6965c09c92a00f3b97,3754,False,0fa797513d0e54123ce409a8e9c1f1014dd059a976ee9a6965c09c92a00f3b97
workspace/outputs/recovered-evidence/research2/chunk8-scoring.md,research/advanced-methods-and-github/chunk8-scoring.md,ecc8b2a559de0103c64f8b3f08b870bda565fd5b1e6e3116e62afa111ac6af8b,7300,False,ecc8b2a559de0103c64f8b3f08b870bda565fd5b1e6e3116e62afa111ac6af8b
workspace/outputs/recovered-evidence/research2/chunk9-scoring.md,research/advanced-methods-and-github/chunk9-scoring.md,b4287625982c70bc1bb4d840a9d7b1c2ea1365f9bacf762132cdecf89904c043,6029,False,b4287625982c70bc1bb4d840a9d7b1c2ea1365f9bacf762132cdecf89904c043
workspace/outputs/recovered-evidence/sept14/data-inventory.md,research/september-14-sweeps/data-inventory.md,04b3fed264498e77fab056d40e064ab7c75c74737d2b10388896cd18a9ceebde,21433,False,04b3fed264498e77fab056d40e064ab7c75c74737d2b10388896cd18a9ceebde
workspace/outputs/recovered-evidence/sept14/evidence-gates.md,research/september-14-sweeps/evidence-gates.md,b35b4d7a760d4da29c53d214acdbf8e85b2ec3c9cb2e800a39be1d66e01fdceb,15215,False,b35b4d7a760d4da29c53d214acdbf8e85b2ec3c9cb2e800a39be1d66e01fdceb
workspace/outputs/recovered-evidence/sept14/existing-learners.md,research/september-14-sweeps/existing-learners.md,354ea2594622e4b6fbbe427c36326703d7b4fc42c76fe1c3d019bf8b0a53542c,18762,False,354ea2594622e4b6fbbe427c36326703d7b4fc42c76fe1c3d019bf8b0a53542c
workspace/outputs/recovered-evidence/sept14/market-and-target.md,research/september-14-sweeps/market-and-target.md,a7e7357223b254f9e094e395657d663c674095518d33589bf46ec54fee17c991,11631,False,a7e7357223b254f9e094e395657d663c674095518d33589bf46ec54fee17c991
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-bet-authority-calibration.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-bet-authority-calibration.md,9cbec885bd1a8a9b8bfb395935e3c9ccc2f4b4b328a74eb1857dec4d6958474f,13373,False,9cbec885bd1a8a9b8bfb395935e3c9ccc2f4b4b328a74eb1857dec4d6958474f
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-gbm-small-tabular.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-gbm-small-tabular.md,95eeb3d781a5db2570472031a591306e698778514683f6de00b38098676e7d51,14213,False,95eeb3d781a5db2570472031a591306e698778514683f6de00b38098676e7d51
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-js-vs-python-implementation.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-js-vs-python-implementation.md,654a0e45c7cddbbc9fd66d015ae74405cc8fa364cff7bf31fad989ebc3b4e1ac,13356,False,654a0e45c7cddbbc9fd66d015ae74405cc8fa364cff7bf31fad989ebc3b4e1ac
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-market-information-features.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-market-information-features.md,bc5bcc1deaa1c346c2158e7a3ea6222a18be10dfba705e5da5d00af388f17223,14121,False,bc5bcc1deaa1c346c2158e7a3ea6222a18be10dfba705e5da5d00af388f17223
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-nfl-ml-spread-literature.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-nfl-ml-spread-literature.md,f4aa2be37e359ba0bab43f37b69de9e83e42338973bd262931402552c825099a,14158,False,f4aa2be37e359ba0bab43f37b69de9e83e42338973bd262931402552c825099a
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-nflverse-feature-engineering.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-nflverse-feature-engineering.md,4c7a43995a249323a85bb3c1713009c539608073abef2cb43c3d79e1d62d1be3,15016,False,4c7a43995a249323a85bb3c1713009c539608073abef2cb43c3d79e1d62d1be3
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-online-learning-drift.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-online-learning-drift.md,3f26bba889c3f72d8a6365e480e000efdfe4d33704ff797315224ee6f2767b98,14681,False,3f26bba889c3f72d8a6365e480e000efdfe4d33704ff797315224ee6f2767b98
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-open-source-nfl-model-repos.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-open-source-nfl-model-repos.md,7e9ca70faec9e2d0e9c2ed424a757b88b7413c3502b52fe4c2f799243f84a1f9,15998,False,7e9ca70faec9e2d0e9c2ed424a757b88b7413c3502b52fe4c2f799243f84a1f9
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-point-in-time-ml-architecture.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-point-in-time-ml-architecture.md,01986e3328b4d872d28c1bb9f2cf47511e1fd83ca0a5d17a287c5e37cbd4fce9,15300,False,01986e3328b4d872d28c1bb9f2cf47511e1fd83ca0a5d17a287c5e37cbd4fce9
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-qb-injury-availability-value.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-qb-injury-availability-value.md,717b3a0a74f11c82c4d37be66df65716b270ad6a661efc8e383117fba3e98b67,14788,False,717b3a0a74f11c82c4d37be66df65716b270ad6a661efc8e383117fba3e98b67
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-situational-weather-rest.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-situational-weather-rest.md,68665a2036bbef75d202f915b04fba0eb4abab0eb37d3d39080ebbf27f14505a,13077,False,68665a2036bbef75d202f915b04fba0eb4abab0eb37d3d39080ebbf27f14505a
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-stacking-ratings-as-features.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-stacking-ratings-as-features.md,d6a083e2295c7cfeeda989b6d2a2724ba968832b0ca1742d55ab96c54f78e0dd,16374,False,d6a083e2295c7cfeeda989b6d2a2724ba968832b0ca1742d55ab96c54f78e0dd
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-totals-modeling.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-totals-modeling.md,c7a34f4c3d346de81305ddf15644e1d10bbb6d5abd7f24cddf72a286998fafe5,13627,False,c7a34f4c3d346de81305ddf15644e1d10bbb6d5abd7f24cddf72a286998fafe5
workspace/outputs/recovered-evidence/sept14/wf_65f8c9e5-bf5/research-walk-forward-validation.md,research/september-14-sweeps/wf_65f8c9e5-bf5/research-walk-forward-validation.md,fa88fb9d119d455438ffcf6910968c8e3582b61771a7bdcf316c9c514d7fa02f,15811,False,fa88fb9d119d455438ffcf6910968c8e3582b61771a7bdcf316c9c514d7fa02f
